Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:118761] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612556763.492658] [lassen801:118761:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:118761] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:118761] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.1, s0 -7.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.856253464975275e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=8.4734 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=844.125
step.max=119 | t_sim.max=2.975e-05 | t_step.max=1.10034 | min_pressure=100 | max_pressure=475.518 | min_temperature=297.995 | max_temperature=461.498 | memory_usage.max=1108.5
step.max=120 | t_sim.max=3e-05 | t_step.max=1.10016 | min_pressure=100 | max_pressure=475.682 | min_temperature=297.995 | max_temperature=461.536 | memory_usage.max=1108.5
step.max=121 | t_sim.max=3.025e-05 | t_step.max=1.1018 | min_pressure=100 | max_pressure=475.839 | min_temperature=297.995 | max_temperature=461.569 | memory_usage.max=1112.62
step.max=122 | t_sim.max=3.05e-05 | t_step.max=1.10019 | min_pressure=100 | max_pressure=475.995 | min_temperature=297.995 | max_temperature=461.595 | memory_usage.max=1115.06
step.max=123 | t_sim.max=3.075e-05 | t_step.max=1.10051 | min_pressure=100 | max_pressure=476.204 | min_temperature=297.995 | max_temperature=461.625 | memory_usage.max=1115.06
step.max=124 | t_sim.max=3.1e-05 | t_step.max=1.10035 | min_pressure=100 | max_pressure=476.521 | min_temperature=297.995 | max_temperature=461.662 | memory_usage.max=1116.69
step.max=125 | t_sim.max=3.125e-05 | t_step.max=1.10015 | min_pressure=100 | max_pressure=476.842 | min_temperature=297.995 | max_temperature=461.696 | memory_usage.max=1116.69
step.max=126 | t_sim.max=3.15e-05 | t_step.max=1.10075 | min_pressure=100 | max_pressure=477.155 | min_temperature=297.995 | max_temperature=461.726 | memory_usage.max=1120.75
step.max=127 | t_sim.max=3.175e-05 | t_step.max=1.10747 | min_pressure=100 | max_pressure=477.458 | min_temperature=297.995 | max_temperature=461.753 | memory_usage.max=1120.75
step.max=128 | t_sim.max=3.2e-05 | t_step.max=1.09993 | min_pressure=100 | max_pressure=477.75 | min_temperature=297.995 | max_temperature=461.775 | memory_usage.max=1124.44
step.max=129 | t_sim.max=3.225e-05 | t_step.max=1.09929 | min_pressure=100 | max_pressure=478.027 | min_temperature=297.995 | max_temperature=461.796 | memory_usage.max=1124.44
step.max=130 | t_sim.max=3.25e-05 | t_step.max=1.09974 | min_pressure=100 | max_pressure=478.243 | min_temperature=297.995 | max_temperature=461.813 | memory_usage.max=1126.69
step.max=131 | t_sim.max=3.275e-05 | t_step.max=1.09932 | min_pressure=100 | max_pressure=478.379 | min_temperature=297.995 | max_temperature=461.827 | memory_usage.max=1126.69
step.max=132 | t_sim.max=3.3e-05 | t_step.max=1.10212 | min_pressure=100 | max_pressure=478.482 | min_temperature=297.995 | max_temperature=461.839 | memory_usage.max=1126.69
step.max=133 | t_sim.max=3.325e-05 | t_step.max=1.10018 | min_pressure=100 | max_pressure=478.674 | min_temperature=297.995 | max_temperature=461.847 | memory_usage.max=1130.69
step.max=134 | t_sim.max=3.35e-05 | t_step.max=1.09948 | min_pressure=100 | max_pressure=478.825 | min_temperature=297.995 | max_temperature=461.854 | memory_usage.max=1130.69
step.max=135 | t_sim.max=3.375e-05 | t_step.max=1.09984 | min_pressure=100 | max_pressure=478.937 | min_temperature=297.995 | max_temperature=461.858 | memory_usage.max=1134.44
step.max=136 | t_sim.max=3.4e-05 | t_step.max=1.09959 | min_pressure=100 | max_pressure=479.034 | min_temperature=297.995 | max_temperature=461.86 | memory_usage.max=1134.44
step.max=137 | t_sim.max=3.425e-05 | t_step.max=1.09954 | min_pressure=100 | max_pressure=479.156 | min_temperature=297.995 | max_temperature=461.86 | memory_usage.max=1134.44
step.max=138 | t_sim.max=3.45e-05 | t_step.max=1.09901 | min_pressure=100 | max_pressure=479.257 | min_temperature=297.995 | max_temperature=461.858 | memory_usage.max=1138.56
step.max=139 | t_sim.max=3.475e-05 | t_step.max=1.10058 | min_pressure=100 | max_pressure=479.427 | min_temperature=297.995 | max_temperature=461.855 | memory_usage.max=1138.56
step.max=140 | t_sim.max=3.5e-05 | t_step.max=1.10003 | min_pressure=100 | max_pressure=479.542 | min_temperature=297.995 | max_temperature=461.854 | memory_usage.max=1142.69
step.max=141 | t_sim.max=3.525e-05 | t_step.max=1.1006 | min_pressure=100 | max_pressure=479.63 | min_temperature=297.995 | max_temperature=461.854 | memory_usage.max=1144.25
step.max=142 | t_sim.max=3.55e-05 | t_step.max=1.1001 | min_pressure=100 | max_pressure=479.743 | min_temperature=297.995 | max_temperature=461.853 | memory_usage.max=1144.25
step.max=143 | t_sim.max=3.575e-05 | t_step.max=1.1002 | min_pressure=100 | max_pressure=479.836 | min_temperature=297.995 | max_temperature=461.849 | memory_usage.max=1144.31
step.max=144 | t_sim.max=3.6e-05 | t_step.max=1.10064 | min_pressure=100 | max_pressure=479.915 | min_temperature=297.995 | max_temperature=461.843 | memory_usage.max=1148.31
step.max=145 | t_sim.max=3.625e-05 | t_step.max=1.10026 | min_pressure=100 | max_pressure=479.985 | min_temperature=297.995 | max_temperature=461.836 | memory_usage.max=1148.31
step.max=146 | t_sim.max=3.65e-05 | t_step.max=1.10627 | min_pressure=100 | max_pressure=480.05 | min_temperature=297.995 | max_temperature=461.826 | memory_usage.max=1152.38
step.max=147 | t_sim.max=3.675e-05 | t_step.max=1.10122 | min_pressure=100 | max_pressure=480.113 | min_temperature=297.995 | max_temperature=461.814 | memory_usage.max=1154
step.max=148 | t_sim.max=3.7e-05 | t_step.max=1.10059 | min_pressure=100 | max_pressure=480.175 | min_temperature=297.995 | max_temperature=461.802 | memory_usage.max=1154.06
step.max=149 | t_sim.max=3.725e-05 | t_step.max=1.10035 | min_pressure=100 | max_pressure=480.236 | min_temperature=297.995 | max_temperature=461.795 | memory_usage.max=1156.38
step.max=150 | t_sim.max=3.75e-05 | t_step.max=1.21721 | min_pressure=100 | max_pressure=480.297 | min_temperature=297.995 | max_temperature=461.787 | memory_usage.max=1156.38
step.max=151 | t_sim.max=3.775e-05 | t_step.max=1.09868 | min_pressure=100 | max_pressure=480.358 | min_temperature=297.995 | max_temperature=461.777 | memory_usage.max=1164.94
step.max=152 | t_sim.max=3.8e-05 | t_step.max=1.1004 | min_pressure=100 | max_pressure=480.418 | min_temperature=297.995 | max_temperature=461.765 | memory_usage.max=1164.94
step.max=153 | t_sim.max=3.825e-05 | t_step.max=1.09889 | min_pressure=100 | max_pressure=480.478 | min_temperature=297.995 | max_temperature=461.751 | memory_usage.max=1164.94
step.max=154 | t_sim.max=3.85e-05 | t_step.max=1.0994 | min_pressure=100 | max_pressure=480.537 | min_temperature=297.995 | max_temperature=461.736 | memory_usage.max=1165
step.max=155 | t_sim.max=3.875e-05 | t_step.max=1.09987 | min_pressure=100 | max_pressure=480.594 | min_temperature=297.995 | max_temperature=461.719 | memory_usage.max=1168.69
step.max=156 | t_sim.max=3.9e-05 | t_step.max=1.09979 | min_pressure=100 | max_pressure=480.65 | min_temperature=297.995 | max_temperature=461.702 | memory_usage.max=1168.69
step.max=157 | t_sim.max=3.925e-05 | t_step.max=1.09989 | min_pressure=100 | max_pressure=480.705 | min_temperature=297.995 | max_temperature=461.684 | memory_usage.max=1168.75
step.max=158 | t_sim.max=3.95e-05 | t_step.max=1.10021 | min_pressure=100 | max_pressure=480.758 | min_temperature=297.995 | max_temperature=461.664 | memory_usage.max=1172.88
step.max=159 | t_sim.max=3.975e-05 | t_step.max=1.09982 | min_pressure=100 | max_pressure=480.831 | min_temperature=297.995 | max_temperature=461.645 | memory_usage.max=1172.88
step.max=160 | t_sim.max=4e-05 | t_step.max=1.1001 | min_pressure=100 | max_pressure=480.931 | min_temperature=297.995 | max_temperature=461.624 | memory_usage.max=1177
step.max=161 | t_sim.max=4.025e-05 | t_step.max=1.10084 | min_pressure=100 | max_pressure=481.026 | min_temperature=297.995 | max_temperature=461.603 | memory_usage.max=1177
step.max=162 | t_sim.max=4.05e-05 | t_step.max=1.10058 | min_pressure=100 | max_pressure=481.115 | min_temperature=297.995 | max_temperature=461.58 | memory_usage.max=1180.19
step.max=163 | t_sim.max=4.075e-05 | t_step.max=1.11666 | min_pressure=100 | max_pressure=481.2 | min_temperature=297.995 | max_temperature=461.556 | memory_usage.max=1180.19
step.max=164 | t_sim.max=4.1e-05 | t_step.max=1.10037 | min_pressure=100 | max_pressure=481.279 | min_temperature=297.995 | max_temperature=461.532 | memory_usage.max=1180.5
step.max=165 | t_sim.max=4.125e-05 | t_step.max=1.10108 | min_pressure=100 | max_pressure=481.355 | min_temperature=297.995 | max_temperature=461.507 | memory_usage.max=1182
step.max=166 | t_sim.max=4.15e-05 | t_step.max=1.10073 | min_pressure=100 | max_pressure=481.426 | min_temperature=297.995 | max_temperature=461.481 | memory_usage.max=1182
step.max=167 | t_sim.max=4.175e-05 | t_step.max=1.10025 | min_pressure=100 | max_pressure=481.492 | min_temperature=297.995 | max_temperature=461.455 | memory_usage.max=1182
step.max=168 | t_sim.max=4.2e-05 | t_step.max=1.10047 | min_pressure=100 | max_pressure=481.555 | min_temperature=297.995 | max_temperature=461.429 | memory_usage.max=1186.12
step.max=169 | t_sim.max=4.225e-05 | t_step.max=1.1078 | min_pressure=100 | max_pressure=481.614 | min_temperature=297.995 | max_temperature=461.402 | memory_usage.max=1186.12
step.max=170 | t_sim.max=4.25e-05 | t_step.max=1.1014 | min_pressure=100 | max_pressure=481.668 | min_temperature=297.995 | max_temperature=461.376 | memory_usage.max=1189.56
step.max=171 | t_sim.max=4.275e-05 | t_step.max=1.09986 | min_pressure=100 | max_pressure=481.717 | min_temperature=297.995 | max_temperature=461.349 | memory_usage.max=1190.88
step.max=172 | t_sim.max=4.3e-05 | t_step.max=1.09992 | min_pressure=100 | max_pressure=481.763 | min_temperature=297.995 | max_temperature=461.325 | memory_usage.max=1190.88
step.max=173 | t_sim.max=4.325e-05 | t_step.max=1.10001 | min_pressure=100 | max_pressure=481.803 | min_temperature=297.995 | max_temperature=461.301 | memory_usage.max=1193.88
step.max=174 | t_sim.max=4.35e-05 | t_step.max=1.09973 | min_pressure=100 | max_pressure=481.836 | min_temperature=297.995 | max_temperature=461.277 | memory_usage.max=1193.88
step.max=175 | t_sim.max=4.375e-05 | t_step.max=1.09966 | min_pressure=100 | max_pressure=481.862 | min_temperature=297.995 | max_temperature=461.253 | memory_usage.max=1193.88
step.max=176 | t_sim.max=4.4e-05 | t_step.max=1.10028 | min_pressure=100 | max_pressure=481.883 | min_temperature=297.995 | max_temperature=461.229 | memory_usage.max=1198
step.max=177 | t_sim.max=4.425e-05 | t_step.max=1.10225 | min_pressure=100 | max_pressure=481.9 | min_temperature=297.995 | max_temperature=461.205 | memory_usage.max=1198
step.max=178 | t_sim.max=4.45e-05 | t_step.max=1.09963 | min_pressure=100 | max_pressure=481.914 | min_temperature=297.995 | max_temperature=461.181 | memory_usage.max=1201.75
step.max=179 | t_sim.max=4.475e-05 | t_step.max=1.0998 | min_pressure=100 | max_pressure=481.925 | min_temperature=297.995 | max_temperature=461.156 | memory_usage.max=1201.75
step.max=180 | t_sim.max=4.5e-05 | t_step.max=1.09984 | min_pressure=100 | max_pressure=481.935 | min_temperature=297.995 | max_temperature=461.132 | memory_usage.max=1201.75
step.max=181 | t_sim.max=4.525e-05 | t_step.max=1.09934 | min_pressure=100 | max_pressure=481.943 | min_temperature=297.995 | max_temperature=461.108 | memory_usage.max=1205.69
step.max=182 | t_sim.max=4.55e-05 | t_step.max=1.09983 | min_pressure=100 | max_pressure=481.951 | min_temperature=297.995 | max_temperature=461.084 | memory_usage.max=1205.69
step.max=183 | t_sim.max=4.575e-05 | t_step.max=1.0994 | min_pressure=100 | max_pressure=481.957 | min_temperature=297.995 | max_temperature=461.061 | memory_usage.max=1209.81
step.max=184 | t_sim.max=4.6e-05 | t_step.max=1.09994 | min_pressure=100 | max_pressure=481.962 | min_temperature=297.995 | max_temperature=461.038 | memory_usage.max=1209.81
step.max=185 | t_sim.max=4.625e-05 | t_step.max=1.0998 | min_pressure=100 | max_pressure=481.966 | min_temperature=297.995 | max_temperature=461.015 | memory_usage.max=1209.81
step.max=186 | t_sim.max=4.65e-05 | t_step.max=1.09972 | min_pressure=100 | max_pressure=481.969 | min_temperature=297.995 | max_temperature=460.992 | memory_usage.max=1213.94
step.max=187 | t_sim.max=4.675e-05 | t_step.max=1.10069 | min_pressure=100 | max_pressure=481.975 | min_temperature=297.995 | max_temperature=460.969 | memory_usage.max=1213.94
step.max=188 | t_sim.max=4.7e-05 | t_step.max=1.09956 | min_pressure=100 | max_pressure=481.98 | min_temperature=297.995 | max_temperature=460.946 | memory_usage.max=1217.94
step.max=189 | t_sim.max=4.725e-05 | t_step.max=1.09929 | min_pressure=100 | max_pressure=481.983 | min_temperature=297.995 | max_temperature=460.923 | memory_usage.max=1217.94
step.max=190 | t_sim.max=4.75e-05 | t_step.max=1.09932 | min_pressure=100 | max_pressure=481.985 | min_temperature=297.995 | max_temperature=460.9 | memory_usage.max=1219.94
step.max=191 | t_sim.max=4.775e-05 | t_step.max=1.10037 | min_pressure=100 | max_pressure=481.987 | min_temperature=297.995 | max_temperature=460.878 | memory_usage.max=1219.94
step.max=192 | t_sim.max=4.8e-05 | t_step.max=1.1001 | min_pressure=100 | max_pressure=481.988 | min_temperature=297.995 | max_temperature=460.855 | memory_usage.max=1224.06
step.max=193 | t_sim.max=4.825e-05 | t_step.max=1.09924 | min_pressure=100 | max_pressure=481.987 | min_temperature=297.995 | max_temperature=460.832 | memory_usage.max=1224.06
step.max=194 | t_sim.max=4.85e-05 | t_step.max=1.09987 | min_pressure=100 | max_pressure=481.987 | min_temperature=297.995 | max_temperature=460.81 | memory_usage.max=1224.06
step.max=195 | t_sim.max=4.875e-05 | t_step.max=1.09977 | min_pressure=100 | max_pressure=481.985 | min_temperature=297.995 | max_temperature=460.788 | memory_usage.max=1228.19
step.max=196 | t_sim.max=4.9e-05 | t_step.max=1.10623 | min_pressure=100 | max_pressure=481.983 | min_temperature=297.995 | max_temperature=460.766 | memory_usage.max=1228.19
step.max=197 | t_sim.max=4.925e-05 | t_step.max=1.1001 | min_pressure=100 | max_pressure=481.98 | min_temperature=297.995 | max_temperature=460.745 | memory_usage.max=1231.88
step.max=198 | t_sim.max=4.95e-05 | t_step.max=1.10029 | min_pressure=100 | max_pressure=481.977 | min_temperature=297.995 | max_temperature=460.724 | memory_usage.max=1232.44
step.max=199 | t_sim.max=4.975e-05 | t_step.max=1.10051 | min_pressure=100 | max_pressure=481.973 | min_temperature=297.995 | max_temperature=460.703 | memory_usage.max=1232.44
step.max=200 | t_sim.max=5e-05 | t_step.max=1.21838 | min_pressure=100 | max_pressure=481.969 | min_temperature=297.995 | max_temperature=460.683 | memory_usage.max=1235.31
step.max=201 | t_sim.max=5.025e-05 | t_step.max=1.09902 | min_pressure=100 | max_pressure=481.965 | min_temperature=297.995 | max_temperature=460.662 | memory_usage.max=1243.75
step.max=202 | t_sim.max=5.05e-05 | t_step.max=1.09845 | min_pressure=100 | max_pressure=481.96 | min_temperature=297.995 | max_temperature=460.642 | memory_usage.max=1243.75
step.max=203 | t_sim.max=5.075e-05 | t_step.max=1.09936 | min_pressure=100 | max_pressure=481.954 | min_temperature=297.995 | max_temperature=460.622 | memory_usage.max=1243.75
step.max=204 | t_sim.max=5.1e-05 | t_step.max=1.0995 | min_pressure=100 | max_pressure=481.948 | min_temperature=297.995 | max_temperature=460.603 | memory_usage.max=1243.75
step.max=205 | t_sim.max=5.125e-05 | t_step.max=1.09959 | min_pressure=100 | max_pressure=481.941 | min_temperature=297.995 | max_temperature=460.583 | memory_usage.max=1243.75
step.max=206 | t_sim.max=5.15e-05 | t_step.max=1.10228 | min_pressure=100 | max_pressure=481.934 | min_temperature=297.995 | max_temperature=460.564 | memory_usage.max=1247.81
step.max=207 | t_sim.max=5.175e-05 | t_step.max=1.10006 | min_pressure=100 | max_pressure=481.926 | min_temperature=297.995 | max_temperature=460.545 | memory_usage.max=1247.81
step.max=208 | t_sim.max=5.2e-05 | t_step.max=1.11571 | min_pressure=100 | max_pressure=481.918 | min_temperature=297.995 | max_temperature=460.526 | memory_usage.max=1251.38
step.max=209 | t_sim.max=5.225e-05 | t_step.max=1.09951 | min_pressure=100 | max_pressure=481.91 | min_temperature=297.995 | max_temperature=460.507 | memory_usage.max=1252.69
step.max=210 | t_sim.max=5.25e-05 | t_step.max=1.10005 | min_pressure=100 | max_pressure=481.901 | min_temperature=297.995 | max_temperature=460.489 | memory_usage.max=1252.69
step.max=211 | t_sim.max=5.275e-05 | t_step.max=1.09979 | min_pressure=100 | max_pressure=481.892 | min_temperature=297.995 | max_temperature=460.47 | memory_usage.max=1254.75
step.max=212 | t_sim.max=5.3e-05 | t_step.max=1.09911 | min_pressure=100 | max_pressure=481.882 | min_temperature=297.995 | max_temperature=460.452 | memory_usage.max=1254.75
step.max=213 | t_sim.max=5.325e-05 | t_step.max=1.09923 | min_pressure=100 | max_pressure=481.872 | min_temperature=297.995 | max_temperature=460.433 | memory_usage.max=1254.75
step.max=214 | t_sim.max=5.35e-05 | t_step.max=1.10042 | min_pressure=100 | max_pressure=481.862 | min_temperature=297.995 | max_temperature=460.415 | memory_usage.max=1254.75
step.max=215 | t_sim.max=5.375e-05 | t_step.max=1.09994 | min_pressure=100 | max_pressure=481.852 | min_temperature=297.995 | max_temperature=460.398 | memory_usage.max=1258.88
step.max=216 | t_sim.max=5.4e-05 | t_step.max=1.0999 | min_pressure=100 | max_pressure=481.841 | min_temperature=297.995 | max_temperature=460.38 | memory_usage.max=1258.88
step.max=217 | t_sim.max=5.425e-05 | t_step.max=1.1004 | min_pressure=100 | max_pressure=481.83 | min_temperature=297.995 | max_temperature=460.362 | memory_usage.max=1258.88
step.max=218 | t_sim.max=5.45e-05 | t_step.max=1.09949 | min_pressure=100 | max_pressure=481.818 | min_temperature=297.995 | max_temperature=460.345 | memory_usage.max=1264.12
step.max=219 | t_sim.max=5.475e-05 | t_step.max=1.09932 | min_pressure=100 | max_pressure=481.806 | min_temperature=297.995 | max_temperature=460.328 | memory_usage.max=1265.75
step.max=220 | t_sim.max=5.5e-05 | t_step.max=1.10017 | min_pressure=100 | max_pressure=481.794 | min_temperature=297.995 | max_temperature=460.31 | memory_usage.max=1265.75
step.max=221 | t_sim.max=5.525e-05 | t_step.max=1.10046 | min_pressure=100 | max_pressure=481.781 | min_temperature=297.995 | max_temperature=460.293 | memory_usage.max=1265.75
step.max=222 | t_sim.max=5.55e-05 | t_step.max=1.10018 | min_pressure=100 | max_pressure=481.768 | min_temperature=297.995 | max_temperature=460.276 | memory_usage.max=1269.81
step.max=223 | t_sim.max=5.575e-05 | t_step.max=1.10002 | min_pressure=100 | max_pressure=481.755 | min_temperature=297.995 | max_temperature=460.259 | memory_usage.max=1269.81
step.max=224 | t_sim.max=5.6e-05 | t_step.max=1.10047 | min_pressure=100 | max_pressure=481.742 | min_temperature=297.995 | max_temperature=460.243 | memory_usage.max=1269.81
step.max=225 | t_sim.max=5.625e-05 | t_step.max=1.10018 | min_pressure=100 | max_pressure=481.728 | min_temperature=297.995 | max_temperature=460.226 | memory_usage.max=1273.88
step.max=226 | t_sim.max=5.65e-05 | t_step.max=1.09962 | min_pressure=100 | max_pressure=481.714 | min_temperature=297.995 | max_temperature=460.21 | memory_usage.max=1273.88
step.max=227 | t_sim.max=5.675e-05 | t_step.max=1.10035 | min_pressure=100 | max_pressure=481.7 | min_temperature=297.995 | max_temperature=460.193 | memory_usage.max=1278
step.max=228 | t_sim.max=5.7e-05 | t_step.max=1.10312 | min_pressure=100 | max_pressure=481.685 | min_temperature=297.995 | max_temperature=460.177 | memory_usage.max=1278
step.max=229 | t_sim.max=5.725e-05 | t_step.max=1.1002 | min_pressure=100 | max_pressure=481.67 | min_temperature=297.995 | max_temperature=460.163 | memory_usage.max=1281.62
step.max=230 | t_sim.max=5.75e-05 | t_step.max=1.10028 | min_pressure=100 | max_pressure=481.655 | min_temperature=297.995 | max_temperature=460.149 | memory_usage.max=1281.62
step.max=231 | t_sim.max=5.775e-05 | t_step.max=1.10049 | min_pressure=100 | max_pressure=481.64 | min_temperature=297.995 | max_temperature=460.135 | memory_usage.max=1284.44
step.max=232 | t_sim.max=5.8e-05 | t_step.max=1.10075 | min_pressure=100 | max_pressure=481.625 | min_temperature=297.995 | max_temperature=460.121 | memory_usage.max=1284.44
step.max=233 | t_sim.max=5.825e-05 | t_step.max=1.10002 | min_pressure=100 | max_pressure=481.609 | min_temperature=297.995 | max_temperature=460.108 | memory_usage.max=1284.44
step.max=234 | t_sim.max=5.85e-05 | t_step.max=1.10022 | min_pressure=100 | max_pressure=481.594 | min_temperature=297.995 | max_temperature=460.094 | memory_usage.max=1288.38
step.max=235 | t_sim.max=5.875e-05 | t_step.max=1.09979 | min_pressure=100 | max_pressure=481.578 | min_temperature=297.995 | max_temperature=460.081 | memory_usage.max=1288.38
step.max=236 | t_sim.max=5.9e-05 | t_step.max=1.1002 | min_pressure=100 | max_pressure=481.562 | min_temperature=297.995 | max_temperature=460.068 | memory_usage.max=1292.5
step.max=237 | t_sim.max=5.925e-05 | t_step.max=1.0999 | min_pressure=100 | max_pressure=481.545 | min_temperature=297.995 | max_temperature=460.054 | memory_usage.max=1292.5
step.max=238 | t_sim.max=5.95e-05 | t_step.max=1.09982 | min_pressure=100 | max_pressure=481.529 | min_temperature=297.995 | max_temperature=460.041 | memory_usage.max=1292.5
step.max=239 | t_sim.max=5.975e-05 | t_step.max=1.10401 | min_pressure=100 | max_pressure=481.513 | min_temperature=297.995 | max_temperature=460.029 | memory_usage.max=1296.62
step.max=240 | t_sim.max=6e-05 | t_step.max=1.09977 | min_pressure=100 | max_pressure=481.496 | min_temperature=297.995 | max_temperature=460.016 | memory_usage.max=1298.88
step.max=241 | t_sim.max=6.025e-05 | t_step.max=1.09973 | min_pressure=100 | max_pressure=481.479 | min_temperature=297.995 | max_temperature=460.003 | memory_usage.max=1298.88
step.max=242 | t_sim.max=6.05e-05 | t_step.max=1.09938 | min_pressure=100 | max_pressure=481.462 | min_temperature=297.995 | max_temperature=459.991 | memory_usage.max=1298.88
step.max=243 | t_sim.max=6.075e-05 | t_step.max=1.10004 | min_pressure=100 | max_pressure=481.445 | min_temperature=297.995 | max_temperature=459.978 | memory_usage.max=1302.88
step.max=244 | t_sim.max=6.1e-05 | t_step.max=1.09994 | min_pressure=100 | max_pressure=481.428 | min_temperature=297.995 | max_temperature=459.966 | memory_usage.max=1302.88
step.max=245 | t_sim.max=6.125e-05 | t_step.max=1.10008 | min_pressure=100 | max_pressure=481.411 | min_temperature=297.995 | max_temperature=459.954 | memory_usage.max=1302.88
step.max=246 | t_sim.max=6.15e-05 | t_step.max=1.09948 | min_pressure=100 | max_pressure=481.394 | min_temperature=297.995 | max_temperature=459.942 | memory_usage.max=1307
step.max=247 | t_sim.max=6.175e-05 | t_step.max=1.09951 | min_pressure=100 | max_pressure=481.377 | min_temperature=297.995 | max_temperature=459.93 | memory_usage.max=1307
step.max=248 | t_sim.max=6.2e-05 | t_step.max=1.09956 | min_pressure=100 | max_pressure=481.36 | min_temperature=297.995 | max_temperature=459.918 | memory_usage.max=1311.12
step.max=249 | t_sim.max=6.225e-05 | t_step.max=1.10166 | min_pressure=100 | max_pressure=481.342 | min_temperature=297.995 | max_temperature=459.906 | memory_usage.max=1311.12
step.max=250 | t_sim.max=6.25e-05 | t_step.max=1.22033 | min_pressure=100 | max_pressure=481.325 | min_temperature=297.995 | max_temperature=459.895 | memory_usage.max=1311.12
step.max=251 | t_sim.max=6.275e-05 | t_step.max=1.09982 | min_pressure=100 | max_pressure=481.308 | min_temperature=297.995 | max_temperature=459.883 | memory_usage.max=1318.75
step.max=252 | t_sim.max=6.3e-05 | t_step.max=1.10037 | min_pressure=100 | max_pressure=481.29 | min_temperature=297.995 | max_temperature=459.872 | memory_usage.max=1318.75
step.max=253 | t_sim.max=6.325e-05 | t_step.max=1.1519 | min_pressure=100 | max_pressure=481.272 | min_temperature=297.995 | max_temperature=459.86 | memory_usage.max=1318.75
step.max=254 | t_sim.max=6.35e-05 | t_step.max=1.15311 | min_pressure=100 | max_pressure=481.255 | min_temperature=297.995 | max_temperature=459.849 | memory_usage.max=1322.81
step.max=255 | t_sim.max=6.375e-05 | t_step.max=1.16941 | min_pressure=100 | max_pressure=481.237 | min_temperature=297.995 | max_temperature=459.838 | memory_usage.max=1322.81
