Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:118761] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612556763.492658] [lassen801:118761:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:118761] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:118761] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.1, s0 -7.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.856253464975275e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=8.4734 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=844.125
step.max=630 | t_sim.max=0.0001575 | t_step.max=1.0993 | min_pressure=92.2866 | max_pressure=475.476 | min_temperature=285.326 | max_temperature=458.174 | memory_usage.max=1903.88
step.max=631 | t_sim.max=0.00015775 | t_step.max=1.10023 | min_pressure=92.1731 | max_pressure=475.464 | min_temperature=283.326 | max_temperature=458.171 | memory_usage.max=1903.88
step.max=632 | t_sim.max=0.000158 | t_step.max=1.09968 | min_pressure=92.9584 | max_pressure=475.452 | min_temperature=282.209 | max_temperature=458.169 | memory_usage.max=1907.31
step.max=633 | t_sim.max=0.00015825 | t_step.max=1.10013 | min_pressure=95.0395 | max_pressure=475.44 | min_temperature=282.628 | max_temperature=458.166 | memory_usage.max=1907.31
step.max=634 | t_sim.max=0.0001585 | t_step.max=1.09971 | min_pressure=95.5194 | max_pressure=475.429 | min_temperature=285.287 | max_temperature=458.164 | memory_usage.max=1910.81
step.max=635 | t_sim.max=0.00015875 | t_step.max=1.09966 | min_pressure=94.442 | max_pressure=475.417 | min_temperature=290.553 | max_temperature=458.161 | memory_usage.max=1910.81
step.max=636 | t_sim.max=0.000159 | t_step.max=1.09939 | min_pressure=93.3974 | max_pressure=475.405 | min_temperature=288.813 | max_temperature=458.159 | memory_usage.max=1910.81
step.max=637 | t_sim.max=0.00015925 | t_step.max=1.09991 | min_pressure=92.5421 | max_pressure=475.393 | min_temperature=286.44 | max_temperature=458.156 | memory_usage.max=1914.94
step.max=638 | t_sim.max=0.0001595 | t_step.max=1.10884 | min_pressure=92.1059 | max_pressure=475.381 | min_temperature=284.2 | max_temperature=458.153 | memory_usage.max=1914.94
step.max=639 | t_sim.max=0.00015975 | t_step.max=1.10072 | min_pressure=92.3938 | max_pressure=475.37 | min_temperature=282.558 | max_temperature=458.151 | memory_usage.max=1918.06
step.max=640 | t_sim.max=0.00016 | t_step.max=1.10014 | min_pressure=93.7744 | max_pressure=475.358 | min_temperature=282.119 | max_temperature=458.148 | memory_usage.max=1919
step.max=641 | t_sim.max=0.00016025 | t_step.max=1.10012 | min_pressure=96.0209 | max_pressure=475.346 | min_temperature=283.591 | max_temperature=458.146 | memory_usage.max=1919
step.max=642 | t_sim.max=0.0001605 | t_step.max=1.1008 | min_pressure=94.964 | max_pressure=475.334 | min_temperature=287.547 | max_temperature=458.143 | memory_usage.max=1922.19
step.max=643 | t_sim.max=0.00016075 | t_step.max=1.10153 | min_pressure=93.8828 | max_pressure=475.323 | min_temperature=289.918 | max_temperature=458.141 | memory_usage.max=1922.19
step.max=644 | t_sim.max=0.000161 | t_step.max=1.10246 | min_pressure=92.9051 | max_pressure=475.311 | min_temperature=287.591 | max_temperature=458.138 | memory_usage.max=1926.31
step.max=645 | t_sim.max=0.00016125 | t_step.max=1.10261 | min_pressure=92.2226 | max_pressure=475.299 | min_temperature=285.228 | max_temperature=458.136 | memory_usage.max=1926.31
step.max=646 | t_sim.max=0.0001615 | t_step.max=1.1011 | min_pressure=92.1052 | max_pressure=475.288 | min_temperature=283.212 | max_temperature=458.133 | memory_usage.max=1926.31
step.max=647 | t_sim.max=0.00016175 | t_step.max=1.10084 | min_pressure=92.893 | max_pressure=475.276 | min_temperature=282.088 | max_temperature=458.13 | memory_usage.max=1930.06
step.max=648 | t_sim.max=0.000162 | t_step.max=1.09998 | min_pressure=94.9859 | max_pressure=475.264 | min_temperature=282.516 | max_temperature=458.128 | memory_usage.max=1930.06
step.max=649 | t_sim.max=0.00016225 | t_step.max=1.09996 | min_pressure=95.4824 | max_pressure=475.253 | min_temperature=285.204 | max_temperature=458.125 | memory_usage.max=1934.19
step.max=650 | t_sim.max=0.0001625 | t_step.max=1.21525 | min_pressure=94.3968 | max_pressure=475.241 | min_temperature=290.52 | max_temperature=458.123 | memory_usage.max=1934.19
step.max=651 | t_sim.max=0.00016275 | t_step.max=1.09927 | min_pressure=93.3441 | max_pressure=475.229 | min_temperature=288.737 | max_temperature=458.12 | memory_usage.max=1942.75
step.max=652 | t_sim.max=0.000163 | t_step.max=1.09868 | min_pressure=92.4824 | max_pressure=475.218 | min_temperature=286.346 | max_temperature=458.118 | memory_usage.max=1943.94
step.max=653 | t_sim.max=0.00016325 | t_step.max=1.10027 | min_pressure=92.0434 | max_pressure=475.206 | min_temperature=284.09 | max_temperature=458.115 | memory_usage.max=1943.94
step.max=654 | t_sim.max=0.0001635 | t_step.max=1.09986 | min_pressure=92.335 | max_pressure=475.195 | min_temperature=282.441 | max_temperature=458.113 | memory_usage.max=1943.94
step.max=655 | t_sim.max=0.00016375 | t_step.max=1.09885 | min_pressure=93.7287 | max_pressure=475.183 | min_temperature=282.01 | max_temperature=458.11 | memory_usage.max=1945.31
step.max=656 | t_sim.max=0.000164 | t_step.max=1.09918 | min_pressure=95.9851 | max_pressure=475.172 | min_temperature=283.512 | max_temperature=458.108 | memory_usage.max=1945.31
step.max=657 | t_sim.max=0.00016425 | t_step.max=1.09962 | min_pressure=94.9203 | max_pressure=475.16 | min_temperature=287.519 | max_temperature=458.105 | memory_usage.max=1949.5
step.max=658 | t_sim.max=0.0001645 | t_step.max=1.0996 | min_pressure=93.8315 | max_pressure=475.149 | min_temperature=289.845 | max_temperature=458.103 | memory_usage.max=1949.5
step.max=659 | t_sim.max=0.00016475 | t_step.max=1.0998 | min_pressure=92.8479 | max_pressure=475.137 | min_temperature=287.499 | max_temperature=458.1 | memory_usage.max=1949.5
step.max=660 | t_sim.max=0.000165 | t_step.max=1.09996 | min_pressure=92.163 | max_pressure=475.126 | min_temperature=285.12 | max_temperature=458.098 | memory_usage.max=1953.25
step.max=661 | t_sim.max=0.00016525 | t_step.max=1.09967 | min_pressure=92.0495 | max_pressure=475.114 | min_temperature=283.096 | max_temperature=458.095 | memory_usage.max=1953.25
step.max=662 | t_sim.max=0.0001655 | t_step.max=1.09912 | min_pressure=92.8506 | max_pressure=475.103 | min_temperature=281.979 | max_temperature=458.093 | memory_usage.max=1957.38
step.max=663 | t_sim.max=0.00016575 | t_step.max=1.09934 | min_pressure=94.9693 | max_pressure=475.091 | min_temperature=282.434 | max_temperature=458.09 | memory_usage.max=1957.44
step.max=664 | t_sim.max=0.000166 | t_step.max=1.09979 | min_pressure=95.4399 | max_pressure=475.08 | min_temperature=285.173 | max_temperature=458.088 | memory_usage.max=1957.44
step.max=665 | t_sim.max=0.00016625 | t_step.max=1.09917 | min_pressure=94.3468 | max_pressure=475.068 | min_temperature=290.56 | max_temperature=458.085 | memory_usage.max=1957.44
step.max=666 | t_sim.max=0.0001665 | t_step.max=1.09939 | min_pressure=93.2882 | max_pressure=475.057 | min_temperature=288.647 | max_temperature=458.083 | memory_usage.max=1957.44
step.max=667 | t_sim.max=0.00016675 | t_step.max=1.09974 | min_pressure=92.4239 | max_pressure=475.046 | min_temperature=286.239 | max_temperature=458.08 | memory_usage.max=1961.25
step.max=668 | t_sim.max=0.000167 | t_step.max=1.10014 | min_pressure=91.9883 | max_pressure=475.034 | min_temperature=283.974 | max_temperature=458.078 | memory_usage.max=1961.25
step.max=669 | t_sim.max=0.00016725 | t_step.max=1.09996 | min_pressure=92.2923 | max_pressure=475.023 | min_temperature=282.328 | max_temperature=458.075 | memory_usage.max=1965.38
step.max=670 | t_sim.max=0.0001675 | t_step.max=1.09983 | min_pressure=93.711 | max_pressure=475.011 | min_temperature=281.92 | max_temperature=458.073 | memory_usage.max=1965.38
step.max=671 | t_sim.max=0.00016775 | t_step.max=1.11613 | min_pressure=95.9438 | max_pressure=475 | min_temperature=283.471 | max_temperature=458.07 | memory_usage.max=1965.38
step.max=672 | t_sim.max=0.000168 | t_step.max=1.09967 | min_pressure=94.8716 | max_pressure=474.989 | min_temperature=287.55 | max_temperature=458.068 | memory_usage.max=1970.5
step.max=673 | t_sim.max=0.00016825 | t_step.max=1.10003 | min_pressure=93.7764 | max_pressure=474.977 | min_temperature=289.758 | max_temperature=458.066 | memory_usage.max=1970.5
step.max=674 | t_sim.max=0.0001685 | t_step.max=1.10051 | min_pressure=92.7895 | max_pressure=474.966 | min_temperature=287.394 | max_temperature=458.063 | memory_usage.max=1972.31
step.max=675 | t_sim.max=0.00016875 | t_step.max=1.10104 | min_pressure=92.1069 | max_pressure=474.955 | min_temperature=285.003 | max_temperature=458.061 | memory_usage.max=1972.31
step.max=676 | t_sim.max=0.000169 | t_step.max=1.09999 | min_pressure=92.0043 | max_pressure=474.944 | min_temperature=282.978 | max_temperature=458.058 | memory_usage.max=1976.44
step.max=677 | t_sim.max=0.00016925 | t_step.max=1.09977 | min_pressure=92.8285 | max_pressure=474.932 | min_temperature=281.879 | max_temperature=458.056 | memory_usage.max=1976.44
step.max=678 | t_sim.max=0.0001695 | t_step.max=1.10746 | min_pressure=94.9859 | max_pressure=474.921 | min_temperature=282.378 | max_temperature=458.053 | memory_usage.max=1976.44
step.max=679 | t_sim.max=0.00016975 | t_step.max=1.0999 | min_pressure=95.3923 | max_pressure=474.91 | min_temperature=285.188 | max_temperature=458.051 | memory_usage.max=1981.44
step.max=680 | t_sim.max=0.00017 | t_step.max=1.09975 | min_pressure=94.2924 | max_pressure=474.899 | min_temperature=290.666 | max_temperature=458.048 | memory_usage.max=1981.44
step.max=681 | t_sim.max=0.00017025 | t_step.max=1.09951 | min_pressure=93.2296 | max_pressure=474.887 | min_temperature=288.544 | max_temperature=458.046 | memory_usage.max=1983.44
step.max=682 | t_sim.max=0.0001705 | t_step.max=1.09918 | min_pressure=92.3661 | max_pressure=474.876 | min_temperature=286.121 | max_temperature=458.043 | memory_usage.max=1983.44
step.max=683 | t_sim.max=0.00017075 | t_step.max=1.10045 | min_pressure=91.9394 | max_pressure=474.865 | min_temperature=283.851 | max_temperature=458.041 | memory_usage.max=1987.25
step.max=684 | t_sim.max=0.000171 | t_step.max=1.09984 | min_pressure=92.264 | max_pressure=474.854 | min_temperature=282.218 | max_temperature=458.039 | memory_usage.max=1987.25
step.max=685 | t_sim.max=0.00017125 | t_step.max=1.10243 | min_pressure=93.7182 | max_pressure=474.843 | min_temperature=281.847 | max_temperature=458.036 | memory_usage.max=1987.25
step.max=686 | t_sim.max=0.0001715 | t_step.max=1.10006 | min_pressure=95.8975 | max_pressure=474.831 | min_temperature=283.465 | max_temperature=458.034 | memory_usage.max=1991.38
step.max=687 | t_sim.max=0.00017175 | t_step.max=1.09991 | min_pressure=94.8179 | max_pressure=474.82 | min_temperature=287.636 | max_temperature=458.031 | memory_usage.max=1991.38
step.max=688 | t_sim.max=0.000172 | t_step.max=1.10002 | min_pressure=93.7176 | max_pressure=474.809 | min_temperature=289.658 | max_temperature=458.029 | memory_usage.max=1995.19
step.max=689 | t_sim.max=0.00017225 | t_step.max=1.10015 | min_pressure=92.7299 | max_pressure=474.798 | min_temperature=287.277 | max_temperature=458.026 | memory_usage.max=1995.19
step.max=690 | t_sim.max=0.0001725 | t_step.max=1.10025 | min_pressure=92.0538 | max_pressure=474.787 | min_temperature=284.876 | max_temperature=458.024 | memory_usage.max=1995.19
step.max=691 | t_sim.max=0.00017275 | t_step.max=1.10016 | min_pressure=91.9686 | max_pressure=474.776 | min_temperature=282.857 | max_temperature=458.022 | memory_usage.max=1999.31
step.max=692 | t_sim.max=0.000173 | t_step.max=1.10142 | min_pressure=92.8249 | max_pressure=474.765 | min_temperature=281.788 | max_temperature=458.019 | memory_usage.max=1999.31
step.max=693 | t_sim.max=0.00017325 | t_step.max=1.10055 | min_pressure=95.0324 | max_pressure=474.754 | min_temperature=282.346 | max_temperature=458.017 | memory_usage.max=2003.12
step.max=694 | t_sim.max=0.0001735 | t_step.max=1.10041 | min_pressure=95.3397 | max_pressure=474.742 | min_temperature=285.246 | max_temperature=458.014 | memory_usage.max=2003.12
step.max=695 | t_sim.max=0.00017375 | t_step.max=1.10034 | min_pressure=94.2337 | max_pressure=474.731 | min_temperature=290.715 | max_temperature=458.012 | memory_usage.max=2005.56
step.max=696 | t_sim.max=0.000174 | t_step.max=1.10043 | min_pressure=93.1684 | max_pressure=474.72 | min_temperature=288.43 | max_temperature=458.01 | memory_usage.max=2005.56
step.max=697 | t_sim.max=0.00017425 | t_step.max=1.10016 | min_pressure=92.3088 | max_pressure=474.709 | min_temperature=285.993 | max_temperature=458.007 | memory_usage.max=2005.56
step.max=698 | t_sim.max=0.0001745 | t_step.max=1.10096 | min_pressure=91.8961 | max_pressure=474.698 | min_temperature=283.722 | max_temperature=458.005 | memory_usage.max=2009.69
step.max=699 | t_sim.max=0.00017475 | t_step.max=1.10022 | min_pressure=92.2487 | max_pressure=474.687 | min_temperature=282.11 | max_temperature=458.002 | memory_usage.max=2009.69
step.max=700 | t_sim.max=0.000175 | t_step.max=1.22106 | min_pressure=93.7482 | max_pressure=474.676 | min_temperature=281.789 | max_temperature=458 | memory_usage.max=2013.38
step.max=701 | t_sim.max=0.00017525 | t_step.max=1.1005 | min_pressure=95.8463 | max_pressure=474.665 | min_temperature=283.492 | max_temperature=457.998 | memory_usage.max=2021.81
step.max=702 | t_sim.max=0.0001755 | t_step.max=1.09817 | min_pressure=94.7596 | max_pressure=474.654 | min_temperature=287.771 | max_temperature=457.995 | memory_usage.max=2021.81
step.max=703 | t_sim.max=0.00017575 | t_step.max=1.09881 | min_pressure=93.6552 | max_pressure=474.643 | min_temperature=289.547 | max_temperature=457.993 | memory_usage.max=2021.81
step.max=704 | t_sim.max=0.000176 | t_step.max=1.09885 | min_pressure=92.669 | max_pressure=474.632 | min_temperature=287.149 | max_temperature=457.99 | memory_usage.max=2021.81
step.max=705 | t_sim.max=0.00017625 | t_step.max=1.09964 | min_pressure=92.0033 | max_pressure=474.621 | min_temperature=284.742 | max_temperature=457.988 | memory_usage.max=2021.81
step.max=706 | t_sim.max=0.0001765 | t_step.max=1.09905 | min_pressure=91.9416 | max_pressure=474.61 | min_temperature=282.735 | max_temperature=457.986 | memory_usage.max=2025.69
step.max=707 | t_sim.max=0.00017675 | t_step.max=1.09933 | min_pressure=92.8382 | max_pressure=474.6 | min_temperature=281.706 | max_temperature=457.983 | memory_usage.max=2025.69
step.max=708 | t_sim.max=0.000177 | t_step.max=1.09876 | min_pressure=95.107 | max_pressure=474.589 | min_temperature=282.338 | max_temperature=457.981 | memory_usage.max=2025.69
step.max=709 | t_sim.max=0.00017725 | t_step.max=1.0989 | min_pressure=95.2826 | max_pressure=474.578 | min_temperature=285.344 | max_temperature=457.979 | memory_usage.max=2029.75
step.max=710 | t_sim.max=0.0001775 | t_step.max=1.09886 | min_pressure=94.1709 | max_pressure=474.567 | min_temperature=290.608 | max_temperature=457.976 | memory_usage.max=2029.75
step.max=711 | t_sim.max=0.00017775 | t_step.max=1.09847 | min_pressure=93.1047 | max_pressure=474.556 | min_temperature=288.304 | max_temperature=457.974 | memory_usage.max=2029.75
step.max=712 | t_sim.max=0.000178 | t_step.max=1.09928 | min_pressure=92.252 | max_pressure=474.545 | min_temperature=285.855 | max_temperature=457.971 | memory_usage.max=2033.88
step.max=713 | t_sim.max=0.00017825 | t_step.max=1.09939 | min_pressure=91.8582 | max_pressure=474.534 | min_temperature=283.589 | max_temperature=457.969 | memory_usage.max=2033.88
step.max=714 | t_sim.max=0.0001785 | t_step.max=1.09897 | min_pressure=92.2456 | max_pressure=474.523 | min_temperature=282.006 | max_temperature=457.967 | memory_usage.max=2033.88
step.max=715 | t_sim.max=0.00017875 | t_step.max=1.0987 | min_pressure=93.7995 | max_pressure=474.512 | min_temperature=281.746 | max_temperature=457.964 | memory_usage.max=2033.88
step.max=716 | t_sim.max=0.000179 | t_step.max=1.09909 | min_pressure=95.7906 | max_pressure=474.501 | min_temperature=283.549 | max_temperature=457.962 | memory_usage.max=2037.88
step.max=717 | t_sim.max=0.00017925 | t_step.max=1.09843 | min_pressure=94.6971 | max_pressure=474.491 | min_temperature=287.952 | max_temperature=457.96 | memory_usage.max=2037.88
step.max=718 | t_sim.max=0.0001795 | t_step.max=1.09883 | min_pressure=93.5896 | max_pressure=474.48 | min_temperature=289.425 | max_temperature=457.957 | memory_usage.max=2042
step.max=719 | t_sim.max=0.00017975 | t_step.max=1.11744 | min_pressure=92.607 | max_pressure=474.469 | min_temperature=287.011 | max_temperature=457.955 | memory_usage.max=2042
step.max=720 | t_sim.max=0.00018 | t_step.max=1.09925 | min_pressure=91.9556 | max_pressure=474.458 | min_temperature=284.6 | max_temperature=457.953 | memory_usage.max=2044.31
step.max=721 | t_sim.max=0.00018025 | t_step.max=1.09917 | min_pressure=91.923 | max_pressure=474.447 | min_temperature=282.613 | max_temperature=457.95 | memory_usage.max=2046.44
step.max=722 | t_sim.max=0.0001805 | t_step.max=1.09885 | min_pressure=92.8676 | max_pressure=474.436 | min_temperature=281.633 | max_temperature=457.948 | memory_usage.max=2046.44
step.max=723 | t_sim.max=0.00018075 | t_step.max=1.09845 | min_pressure=95.2077 | max_pressure=474.425 | min_temperature=282.352 | max_temperature=457.945 | memory_usage.max=2049.62
step.max=724 | t_sim.max=0.000181 | t_step.max=1.0989 | min_pressure=95.2211 | max_pressure=474.415 | min_temperature=285.48 | max_temperature=457.943 | memory_usage.max=2049.62
step.max=725 | t_sim.max=0.00018125 | t_step.max=1.10267 | min_pressure=94.1044 | max_pressure=474.404 | min_temperature=290.492 | max_temperature=457.941 | memory_usage.max=2049.62
step.max=726 | t_sim.max=0.0001815 | t_step.max=1.09935 | min_pressure=93.0389 | max_pressure=474.393 | min_temperature=288.168 | max_temperature=457.938 | memory_usage.max=2054.38
step.max=727 | t_sim.max=0.00018175 | t_step.max=1.09977 | min_pressure=92.196 | max_pressure=474.382 | min_temperature=285.709 | max_temperature=457.936 | memory_usage.max=2054.56
step.max=728 | t_sim.max=0.000182 | t_step.max=1.09968 | min_pressure=91.8255 | max_pressure=474.371 | min_temperature=283.451 | max_temperature=457.934 | memory_usage.max=2054.56
step.max=729 | t_sim.max=0.00018225 | t_step.max=1.09911 | min_pressure=92.2542 | max_pressure=474.36 | min_temperature=281.906 | max_temperature=457.931 | memory_usage.max=2057.94
step.max=730 | t_sim.max=0.0001825 | t_step.max=1.09924 | min_pressure=93.8716 | max_pressure=474.35 | min_temperature=281.72 | max_temperature=457.929 | memory_usage.max=2057.94
step.max=731 | t_sim.max=0.00018275 | t_step.max=1.09899 | min_pressure=95.7307 | max_pressure=474.339 | min_temperature=283.636 | max_temperature=457.927 | memory_usage.max=2062.06
step.max=732 | t_sim.max=0.000183 | t_step.max=1.10088 | min_pressure=94.6306 | max_pressure=474.328 | min_temperature=288.177 | max_temperature=457.924 | memory_usage.max=2062.06
step.max=733 | t_sim.max=0.00018325 | t_step.max=1.09865 | min_pressure=93.5211 | max_pressure=474.317 | min_temperature=289.293 | max_temperature=457.922 | memory_usage.max=2062.06
step.max=734 | t_sim.max=0.0001835 | t_step.max=1.09909 | min_pressure=92.5443 | max_pressure=474.306 | min_temperature=286.864 | max_temperature=457.92 | memory_usage.max=2065.81
step.max=735 | t_sim.max=0.00018375 | t_step.max=1.09993 | min_pressure=91.9106 | max_pressure=474.296 | min_temperature=284.452 | max_temperature=457.917 | memory_usage.max=2065.81
step.max=736 | t_sim.max=0.000184 | t_step.max=1.09957 | min_pressure=91.9124 | max_pressure=474.285 | min_temperature=282.49 | max_temperature=457.915 | memory_usage.max=2069.88
step.max=737 | t_sim.max=0.00018425 | t_step.max=1.09932 | min_pressure=92.9124 | max_pressure=474.274 | min_temperature=281.569 | max_temperature=457.912 | memory_usage.max=2069.88
step.max=738 | t_sim.max=0.0001845 | t_step.max=1.10003 | min_pressure=95.333 | max_pressure=474.263 | min_temperature=282.388 | max_temperature=457.91 | memory_usage.max=2069.88
step.max=739 | t_sim.max=0.00018475 | t_step.max=1.09906 | min_pressure=95.1557 | max_pressure=474.252 | min_temperature=285.651 | max_temperature=457.908 | memory_usage.max=2074.56
step.max=740 | t_sim.max=0.000185 | t_step.max=1.09876 | min_pressure=94.0346 | max_pressure=474.242 | min_temperature=290.366 | max_temperature=457.905 | memory_usage.max=2074.56
step.max=741 | t_sim.max=0.00018525 | t_step.max=1.0989 | min_pressure=92.9712 | max_pressure=474.231 | min_temperature=288.022 | max_temperature=457.903 | memory_usage.max=2076.38
step.max=742 | t_sim.max=0.0001855 | t_step.max=1.09935 | min_pressure=92.1409 | max_pressure=474.22 | min_temperature=285.556 | max_temperature=457.901 | memory_usage.max=2076.38
step.max=743 | t_sim.max=0.00018575 | t_step.max=1.09891 | min_pressure=91.7981 | max_pressure=474.209 | min_temperature=283.311 | max_temperature=457.898 | memory_usage.max=2080.06
step.max=744 | t_sim.max=0.000186 | t_step.max=1.0989 | min_pressure=92.2742 | max_pressure=474.198 | min_temperature=281.81 | max_temperature=457.896 | memory_usage.max=2080.06
step.max=745 | t_sim.max=0.00018625 | t_step.max=1.09869 | min_pressure=93.9631 | max_pressure=474.188 | min_temperature=281.709 | max_temperature=457.894 | memory_usage.max=2080.06
step.max=746 | t_sim.max=0.0001865 | t_step.max=1.09946 | min_pressure=95.667 | max_pressure=474.177 | min_temperature=283.752 | max_temperature=457.891 | memory_usage.max=2083.88
step.max=747 | t_sim.max=0.00018675 | t_step.max=1.09888 | min_pressure=94.5606 | max_pressure=474.166 | min_temperature=288.442 | max_temperature=457.889 | memory_usage.max=2083.88
step.max=748 | t_sim.max=0.000187 | t_step.max=1.09869 | min_pressure=93.4501 | max_pressure=474.155 | min_temperature=289.152 | max_temperature=457.887 | memory_usage.max=2087.94
step.max=749 | t_sim.max=0.00018725 | t_step.max=1.09847 | min_pressure=92.4811 | max_pressure=474.145 | min_temperature=286.708 | max_temperature=457.884 | memory_usage.max=2087.94
step.max=750 | t_sim.max=0.0001875 | t_step.max=1.21586 | min_pressure=91.8687 | max_pressure=474.134 | min_temperature=284.3 | max_temperature=457.882 | memory_usage.max=2087.94
step.max=751 | t_sim.max=0.00018775 | t_step.max=1.09809 | min_pressure=91.91 | max_pressure=474.123 | min_temperature=282.368 | max_temperature=457.88 | memory_usage.max=2096.62
step.max=752 | t_sim.max=0.000188 | t_step.max=1.09829 | min_pressure=92.972 | max_pressure=474.112 | min_temperature=281.515 | max_temperature=457.877 | memory_usage.max=2096.62
step.max=753 | t_sim.max=0.00018825 | t_step.max=1.09876 | min_pressure=95.4829 | max_pressure=474.101 | min_temperature=282.447 | max_temperature=457.875 | memory_usage.max=2096.62
step.max=754 | t_sim.max=0.0001885 | t_step.max=1.09966 | min_pressure=95.0866 | max_pressure=474.09 | min_temperature=285.857 | max_temperature=457.873 | memory_usage.max=2100.44
step.max=755 | t_sim.max=0.00018875 | t_step.max=1.09967 | min_pressure=93.9618 | max_pressure=474.08 | min_temperature=290.231 | max_temperature=457.87 | memory_usage.max=2100.44
step.max=756 | t_sim.max=0.000189 | t_step.max=1.09909 | min_pressure=92.9021 | max_pressure=474.069 | min_temperature=287.869 | max_temperature=457.868 | memory_usage.max=2100.44
step.max=757 | t_sim.max=0.00018925 | t_step.max=1.09972 | min_pressure=92.087 | max_pressure=474.058 | min_temperature=285.396 | max_temperature=457.865 | memory_usage.max=2104.56
step.max=758 | t_sim.max=0.0001895 | t_step.max=1.09903 | min_pressure=91.7761 | max_pressure=474.047 | min_temperature=283.168 | max_temperature=457.863 | memory_usage.max=2104.56
step.max=759 | t_sim.max=0.00018975 | t_step.max=1.09879 | min_pressure=92.3054 | max_pressure=474.036 | min_temperature=281.72 | max_temperature=457.861 | memory_usage.max=2104.56
step.max=760 | t_sim.max=0.00019 | t_step.max=1.09942 | min_pressure=94.0733 | max_pressure=474.025 | min_temperature=281.714 | max_temperature=457.858 | memory_usage.max=2108.69
step.max=761 | t_sim.max=0.00019025 | t_step.max=1.0991 | min_pressure=95.5997 | max_pressure=474.014 | min_temperature=283.895 | max_temperature=457.856 | memory_usage.max=2108.69
step.max=762 | t_sim.max=0.0001905 | t_step.max=1.10012 | min_pressure=94.4873 | max_pressure=474.004 | min_temperature=288.747 | max_temperature=457.854 | memory_usage.max=2112.81
step.max=763 | t_sim.max=0.00019075 | t_step.max=1.09843 | min_pressure=93.3769 | max_pressure=473.993 | min_temperature=289.003 | max_temperature=457.851 | memory_usage.max=2113.25
step.max=764 | t_sim.max=0.000191 | t_step.max=1.11447 | min_pressure=92.4179 | max_pressure=473.982 | min_temperature=286.546 | max_temperature=457.849 | memory_usage.max=2113.25
